Date,StockPrice
6/1/2006,54.90454545
7/1/2006,56.3785
8/1/2006,59.99
9/1/2006,61.5755
10/1/2006,62.54409091
11/1/2006,63.38142857
12/1/2006,63.802
1/1/2007,64.69
2/1/2007,64.60842105
3/1/2007,62.66454545
4/1/2007,63.3515
5/1/2007,62.69545455
6/1/2007,62.27142857
7/1/2007,62.14333333
8/1/2007,64.35478261
9/1/2007,67.69947368
10/1/2007,70.88956522
11/1/2007,71.67857143
12/1/2007,73.906
1/1/2008,68.90285714
2/1/2008,66.2765
3/1/2008,67.6295
4/1/2008,68.975
5/1/2008,65.95047619
6/1/2008,64.94142857
7/1/2008,63.73227273
8/1/2008,69.23666667
9/1/2008,70.39857143
10/1/2008,63.4773913
11/1/2008,63.52684211
12/1/2008,60.71681818
1/1/2009,58.8715
2/1/2009,51.47157895
3/1/2009,46.88454545
4/1/2009,49.44761905
5/1/2009,51.6755
6/1/2009,51.90045455
7/1/2009,54.04545455
8/1/2009,53.09809524
9/1/2009,55.7647619
10/1/2009,57.51818182
11/1/2009,61.297
12/1/2009,62.05272727
